Issuer,Ticker,Coupon,Maturity,Issue Date,ISIN,Principal Currency,Country of Issue,Issuer Type,Instrument Type,Coupon Type,Amount Issued (USD),Bond Grade,Yield to Maturity,Option Adjusted Spread,Amount Outstanding,Parent Domicile,Sector,Rating,Actual,Outlook,Watch,Scope
Caixabank SA,CABKX,5.5183,29/10/2025,29/10/2017,ES0440609388,US Dollar,Spain,Corporate,Cedula Hipotecaria (Covered Bond),Fixed Margin over Index,"711,200,000",Investment Grade,5.3084060,--,"711,200,000",Spain,Banking,BBB+,Actual,Rating Outlook Stable,,Foreign
Wells Fargo & Co,WFC,2.4060,29/10/2025,30/10/2019,US95000U2H53,US Dollar,United States,Corporate,Note,Fixed then Floating,"3,000,000,000",Investment Grade,5.6107390,83.3,"3,000,000,000",United States,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Walt Disney Co,DIS,7.7000,29/10/2025,25/11/2019,US254687DF03,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"238,064,000",Investment Grade,5.2584350,84.7,"238,064,000",United States,Service - Other,A-,Actual,Rating Outlook Stable,,Foreign
Ulker Biskuvi Sanayi AS,ULKER,6.9500,29/10/2025,29/10/2020,XS2241387500,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"650,000,000",High Yield,12.9554130,857.3,"650,000,000",Turkey,Food Processors,B,Actual,Rating Outlook Negative,,Foreign
Ulker Biskuvi Sanayi AS,ULKER,6.9500,29/10/2025,29/10/2020,US903742AA22,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"650,000,000",High Yield,12.9554130,855.5,"650,000,000",Turkey,Food Processors,B,Actual,Rating Outlook Negative,,Foreign
National Rural Utilities Cooperative Finance Corp,NRUC,5.4500,29/10/2025,30/10/2022,US63743HFF47,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.2427330,83.9,"500,000,000",United States,Financial - Other,A,Actual,Rating Outlook Stable,,Foreign
Northern Trust Corp,NTRS,3.9500,29/10/2025,30/10/2013,US665859AP94,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,5.1207480,72.1,"750,000,000",United States,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Rothesay Life PLC,ROTUKR,8.0000,29/10/2025,29/10/2015,XS1312953596,British Pound,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"303,375,967",Investment Grade,6.0982860,251.9,"250,000,000",United Kingdom,Life Insurance,A,Actual,Rating Outlook Stable,,Foreign
Boeing Co,BA,2.6000,29/10/2025,28/10/2015,US097023BP90,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.2327490,83.8,"300,000,000",United States,Aerospace,BBB-,Actual,Rating Outlook Stable,,Foreign
Citigroup Inc,C,2.4000,30/10/2025,30/10/2005,XS0233761138,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"566,465,256",Investment Grade,1.1643540,116.0,"75,000,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
Citigroup Inc,C,2.4000,30/10/2025,30/10/2005,US172967DD00,Japanese Yen,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"566,465,256",Investment Grade,1.1628740,116.0,"75,000,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
Goldman Sachs Group Inc,GS,3.3070,30/10/2025,30/10/2017,CA38141GWR15,Canadian Dollar,Canada,Corporate,Note,Fixed then Floating,"562,640,660",Investment Grade,5.7902950,117.6,"750,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
UniCredit SpA,CRDI,2.9245,30/10/2025,27/06/2018,IT0005337883,Euro,Italy,Corporate,Obbligazione Bancaria Garantita (Covered Bond),Fixed Margin over Index,"1,071,995,197",Investment Grade,3.3206550,--,"1,000,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
HSBC Holdings PLC,HSBA,1.8777,30/10/2025,9/09/2019,XS2050979025,British Pound,Eurobond,Corporate,Note,Fixed Resettable,"424,726,354",Investment Grade,5.1666310,118.1,"350,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
HSBC Holdings PLC,HSBA,2.1003,30/10/2025,23/09/2019,XS2054215483,British Pound,Eurobond,Corporate,Note,Fixed Resettable,"182,025,580",Investment Grade,5.3168230,140.5,"150,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Citigroup Global Markets Holdings Inc,CCGMH,3.9100,30/10/2025,30/10/2022,XS2541596628,Chinese Yuan,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"14,690,759",Investment Grade,--,--,"100,000,000",United States,Securities,A+,Actual,Rating Outlook Stable,,Foreign
National Australia Bank Ltd,NAB,0.3000,30/10/2025,30/01/2017,CH0346828434,Swiss Franc,Switzerland,Corporate,Bond,Plain Vanilla Fixed Coupon,"326,370,757",Investment Grade,2.0309350,78.8,"300,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Regions Financial Corp,RF,6.7500,31/10/2025,5/11/1995,US032165AD41,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"150,000,000",Investment Grade,5.7884000,136.7,"150,000,000",United States,Banking,A-,Actual,Rating Outlook Stable,,Foreign
Metropolitan Life Insurance Co,METLS,7.8000,31/10/2025,12/11/1995,US592173AE84,US Dollar,United States,Corporate,Surplus Note,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,5.3983950,97.4,"250,000,000",United States,Life Insurance,A+,Actual,Rating Outlook Stable,,Foreign
Tenaga Nasional Bhd,TENA,7.5000,31/10/2025,30/10/1995,US880277AB40,US Dollar,United States,Corporate,Debenture,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,5.7966470,137.3,"335,500,000",Malaysia,Utility - Other,WD,Actual,,,Foreign
Tenaga Nasional Bhd,TENA,7.5000,31/10/2025,30/10/1995,USY85859AB54,US Dollar,Eurobond,Corporate,Debenture,Plain Vanilla Fixed Coupon,"350,000,000",Investment Grade,5.7770470,137.2,"335,500,000",Malaysia,Utility - Other,WD,Actual,,,Foreign
Bausch Health Companies Inc,BHC,5.5000,31/10/2025,16/10/2017,USC94143AL56,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"1,750,000,000",High Yield,12.9017100,848.9,"1,750,000,000",Canada,Pharmaceuticals,CCC,Actual,,,Foreign
Bausch Health Companies Inc,BHC,5.5000,31/10/2025,16/10/2017,US91911KAN28,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,750,000,000",High Yield,13.0275060,859.6,"1,750,000,000",Canada,Pharmaceuticals,CCC,Actual,,,Foreign
Conagra Brands Inc,CAG,4.6000,31/10/2025,21/10/2018,US205887CB65,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.3084070,88.2,"1,000,000,000",United States,Food Processors,BBB-,Actual,Rating Outlook Stable,,Foreign
Transocean Inc,RIGNT,7.2500,31/10/2025,24/10/2018,US893830BK41,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",High Yield,9.3745150,494.5,"354,244,000",Switzerland,Oilfield Machinery and Services,WD,Actual,,,Foreign
Transocean Inc,RIGNT,7.2500,31/10/2025,24/10/2018,USG90073AD26,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",High Yield,9.2646770,485.3,"354,244,000",Switzerland,Oilfield Machinery and Services,WD,Actual,,,Foreign
State Street Corp,STT,2.3540,31/10/2025,31/10/2019,US857477BE26,US Dollar,United States,Corporate,Note,Fixed then Floating,"1,000,000,000",Investment Grade,5.3776320,56.8,"1,000,000,000",United States,Financial - Other,AA-,Actual,Rating Outlook Stable,,Foreign
Canpack SA,FPHODC,3.1250,31/10/2025,25/10/2020,US13805AAA51,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",High Yield,7.4211670,300.8,"400,000,000",United States,Industrials - Other,BB-,Actual,Rating Outlook Negative,,Foreign
Canpack SA,FPHODC,3.1250,31/10/2025,25/10/2020,USX0971WAA63,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"400,000,000",High Yield,7.4211670,302.7,"400,000,000",United States,Industrials - Other,BB-,Actual,Rating Outlook Negative,,Foreign
Prime Healthcare Services Inc,PRMHS,7.2500,31/10/2025,29/10/2020,US74165HAB42,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"925,000,000",High Yield,11.4154720,698.2,"874,020,000",United States,Health Care Facilities,B,Actual,Rating Outlook Negative,,Foreign
Prime Healthcare Services Inc,PRMHS,7.2500,31/10/2025,29/10/2020,USU7410WAB10,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"925,000,000",High Yield,11.4154720,700.0,"874,020,000",United States,Health Care Facilities,B,Actual,Rating Outlook Negative,,Foreign
Avantor Funding Inc,AVFUD,2.6250,31/10/2025,5/11/2020,XS2251742537,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"696,796,878",High Yield,4.3057290,158.4,"650,000,000",United States,Chemicals,BB,Actual,Rating Outlook Positive,,Foreign
Avantor Funding Inc,AVFUD,2.6250,31/10/2025,5/11/2020,XS2251742610,Euro,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"696,796,878",High Yield,4.2558980,158.0,"650,000,000",United States,Chemicals,BB,Actual,Rating Outlook Positive,,Foreign
American Electric Power Company Inc,AEP,1.0000,31/10/2025,19/11/2020,US025537AR24,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"450,000,000",Investment Grade,5.1602470,75.9,"450,000,000",United States,Utility - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Realty Income Corp,O,4.6250,31/10/2025,8/11/2021,US756109BE34,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"544,226,000",Investment Grade,5.1302630,69.8,"544,226,000",United States,Real Estate Investment Trust,WD,Actual,,,Foreign
Alpha Bank SA,ACBLP,7.0000,31/10/2025,31/10/2022,XS2549772924,Euro,Eurobond,Corporate,Note,Fixed then Floating,"428,798,078",High Yield,6.3161390,269.7,"400,000,000",Greece,Financial - Other,B+,Actual,Rating Outlook Stable,,Foreign
PNC Bank NA,PNCBKN,4.2000,31/10/2025,23/10/2013,US69349LAQ14,US Dollar,United States,Corporate,Bank Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.0823940,66.7,"500,000,000",United States,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Bon Secours Mercy Health Inc,BONSC,3.3820,31/10/2025,28/04/2015,US58942HAA95,US Dollar,United States,Corporate,Bond,Plain Vanilla Fixed Coupon,"150,000,000",Investment Grade,5.1616180,75.2,"150,000,000",United States,Health Care Facilities,AA-,Actual,Rating Outlook Stable,,Foreign
Regency Centers LP,REGEN,3.9000,31/10/2025,16/08/2015,US75884RAU77,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"250,000,000",Investment Grade,5.7702660,135.7,"250,000,000",United States,Service - Other,WD,Actual,,,Foreign
CSX Corp,CSX,3.3500,31/10/2025,19/10/2015,US126408HD82,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"600,000,000",Investment Grade,5.0553900,64.5,"600,000,000",United States,Railroads,WD,Actual,,,Foreign
Dollar General Corp,DG,4.1500,31/10/2025,19/10/2015,US256677AD70,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,5.1454050,72.0,"500,000,000",United States,Retail Stores - Other,WD,Actual,,,Foreign
National Rural Utilities Cooperative Finance Corp,NRUC,3.2500,31/10/2025,26/10/2015,US637432NG61,US Dollar,United States,Corporate,Collateral Trust,Plain Vanilla Fixed Coupon,"400,000,000",Investment Grade,5.1784100,76.9,"400,000,000",United States,Financial - Other,A,Actual,Rating Outlook Stable,,Foreign
ALAM SUTERA REALTY Tbk PT,ASRI,11.0000,1/11/2025,1/11/2020,XS2238947126,US Dollar,Eurobond,Corporate,Note,Step Up / Step Down,"251,003,000",High Yield,19.7647640,"1,531.5","251,003,000",Indonesia,Home Builders,B-,Actual,Rating Outlook Stable,,Foreign
Truist Bank,TFCTR,4.0500,2/11/2025,25/10/2018,US86787EBB20,US Dollar,United States,Corporate,Bank Note,Plain Vanilla Fixed Coupon,"500,000,000",Investment Grade,4.8484280,42.8,"500,000,000",United States,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Citigroup Inc,C,1.2810,2/11/2025,2/11/2021,US172967ND99,US Dollar,United States,Corporate,Note,Fixed then Floating,"1,000,000,000",Investment Grade,5.6283910,117.4,"1,000,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
DZ BANK AG Deutsche Zentral Genossenschaftsbank Frankfurt am Main,DBANK,1.1000,2/11/2025,1/08/2022,DE000DFK0TV2,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.6259230,92.7,"100,000,000",Germany,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Norddeutsche Landesbank Girozentrale,NORDL,1.3750,2/11/2025,1/08/2022,DE000NLB3ZZ5,Euro,Germany,Corporate,Hypothekenpfandbrief (Covered Bond),Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,3.3248030,63.0,"500,000,000",Germany,Banking,A-,Actual,Rating Outlook Stable,,Foreign
National Bank of Canada,NA,5.2960,2/11/2025,2/11/2022,CA63306AHK57,Canadian Dollar,Canada,Corporate,Note,Plain Vanilla Fixed Coupon,"750,187,546",Investment Grade,4.9040000,95.2,"1,000,000,000",Canada,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Yichun Development Investment Group Co Ltd,YCDIG,7.0000,2/11/2025,2/11/2022,XS2523185424,US Dollar,Eurobond,Corporate,Bond,Plain Vanilla Fixed Coupon,"210,000,000",Investment Grade,--,--,"210,000,000",,Financial - Other,BBB-,Actual,Rating Outlook Stable,,Foreign
Citigroup Global Markets Holdings Inc,CCGMH,4.0000,2/11/2025,2/11/2022,XS2541592049,Chinese Yuan,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"23,358,307",Investment Grade,--,--,"159,000,000",United States,Securities,A+,Actual,Rating Outlook Stable,,Foreign
Microsoft Corp,MSFT,3.1250,2/11/2025,2/11/2015,US594918BJ27,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"3,000,000,000",Investment Grade,4.6573920,25.4,"3,000,000,000",United States,Information/Data Technology,WD,Actual,Rating Outlook Stable,,Foreign
PPG Industries Inc,PPG,0.8750,2/11/2025,2/11/2016,XS1405769487,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"643,197,118",Investment Grade,3.4812190,78.5,"600,000,000",United States,Industrials - Other,BBB+,Actual,Rating Outlook Stable,,Foreign
Swedbank AB,SWEDX,3.7100,3/11/2025,31/10/2021,XS2403920973,Swedish Krona,Eurobond,Corporate,Note,Fixed Margin over Index,"62,660,869",Investment Grade,3.9495760,--,"650,000,000",Sweden,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Swedbank AB,SWEDX,0.6350,3/11/2025,31/10/2021,XS2403928364,Swedish Krona,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"192,802,676",Investment Grade,4.2331800,147.4,"2,000,000,000",Sweden,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
DZ BANK AG Deutsche Zentral Genossenschaftsbank Frankfurt am Main,DBANK,0.2800,3/11/2025,3/11/2021,DE000DFK0ML8,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"160,799,279",Investment Grade,3.9253680,122.3,"150,000,000",Germany,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Erste Group Bank AG,ERST,3.2000,3/11/2025,3/11/2022,AT0000A30ZJ0,Euro,Austria,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"160,799,279",Investment Grade,4.5399330,182.1,"150,000,000",Austria,Banking,A,Actual,Rating Outlook Stable,,Foreign
Australia and New Zealand Banking Group Ltd,ANZ,4.2849,3/11/2025,3/11/2022,AU3FN0073011,Australian Dollar,Australia,Corporate,Note,Fixed Margin over Index,"1,253,700,156",Investment Grade,4.2244770,--,"1,800,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Australia and New Zealand Banking Group Ltd,ANZ,4.9500,3/11/2025,3/11/2022,AU3CB0293744,Australian Dollar,Australia,Corporate,Note,Plain Vanilla Fixed Coupon,"348,250,043",Investment Grade,4.5520950,108.1,"500,000,000",Australia,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Autostrade per l'Italia SpA,ATLSL,1.8750,3/11/2025,3/11/2015,XS1316569638,Euro,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"535,997,598",Investment Grade,4.2424510,153.0,"500,000,000",Italy,Transportation - Other,BBB,Actual,Rating Outlook Stable,,Foreign
Tesco PLC,TSCO,3.3220,4/11/2025,4/11/2001,XS0137945373,British Pound,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"254,835,812",Investment Grade,--,--,"210,000,000",United Kingdom,Retail Stores - Food/Drug,BBB-,Actual,Rating Outlook Stable,,Foreign
PSP Capital Inc,PUBNVP,3.0000,4/11/2025,4/11/2018,CA69363TAM41,Canadian Dollar,Canada,Corporate,Note,Plain Vanilla Fixed Coupon,"937,734,433",Investment Grade,4.1240000,18.4,"1,250,000,000",Canada,Financial - Other,AAA,Actual,Rating Outlook Stable,,Foreign
Sumitomo Mitsui Trust Bank Ltd,MITBKA,0.1800,4/11/2025,4/11/2020,JP340500BLB5,Japanese Yen,Japan,Corporate,Bond,Plain Vanilla Fixed Coupon,"151,057,401",Investment Grade,0.3220000,34.0,"20,000,000,000",Japan,Banking,A-,Actual,Rating Outlook Stable,,Foreign
AXA Bank Europe SCF SA,CRELAB,2.7500,4/11/2025,4/11/2020,FR0014000GB9,Euro,France,Corporate,Obligation Fonciere (Covered Bond),Fixed Margin over Index,"267,998,799",Investment Grade,3.1073740,--,"250,000,000",,Banking,WD,Actual,,,Foreign
Stadtsparkasse Muenchen,SPKMN,0.8750,4/11/2025,4/11/2015,DE000A168ZJ3,Euro,Germany,Corporate,Hypothekenpfandbrief (Covered Bond),Plain Vanilla Fixed Coupon,"150,079,327",Investment Grade,3.4907710,79.6,"140,000,000",Germany,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Swedbank AB,SWEDX,4.0000,4/11/2025,4/11/2015,AU3CB0233773,Australian Dollar,Australia,Corporate,Note,Plain Vanilla Fixed Coupon,"74,177,259",Investment Grade,4.7109260,124.1,"106,500,000",Sweden,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Unum Group,UNM,3.8750,4/11/2025,4/11/2015,US91529YAL02,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"275,000,000",Investment Grade,5.6798400,128.0,"275,000,000",United States,Life Insurance,BBB,Actual,Rating Outlook Positive,,Foreign
Goldman Sachs Group Inc,GS,1.3500,4/11/2025,4/11/2015,XS1316584512,Japanese Yen,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"75,528,700",Investment Grade,1.1345060,113.2,"10,000,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
American Express Co,AXP,4.2000,5/11/2025,5/11/2018,US025816CA56,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,4.9360720,52.9,"750,000,000",United States,Banking,A,Actual,Rating Outlook Stable,,Foreign
Bank of Nova Scotia,BNS,0.0000,5/11/2025,5/11/2020,XS2252951400,Colombian Peso,Eurobond,Corporate,Note,Zero Coupon,"29,678,530",Investment Grade,--,--,"142,432,610,000",Canada,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Banco de Sabadell SA,SABE,0.6250,6/11/2025,6/11/2019,XS2076079594,Euro,Eurobond,Corporate,Note,Fixed Resettable,"535,997,598",Investment Grade,4.1295780,106.5,"500,000,000",Spain,Banking,BBB-,Actual,Rating Outlook Stable,,Foreign
HSBC Holdings PLC,HSBA,2.6330,6/11/2025,6/11/2019,US404280CE72,US Dollar,United States,Corporate,Note,Fixed then Floating,"2,000,000,000",Investment Grade,5.8852040,108.3,"2,000,000,000",United Kingdom,Banking,A+,Actual,Rating Outlook Stable,,Foreign
Nestle SA,NESN,1.6250,6/11/2025,7/11/2022,CH1221150506,Swiss Franc,Switzerland,Corporate,Bond,Plain Vanilla Fixed Coupon,"391,644,908",Investment Grade,1.7080550,46.5,"360,000,000",Switzerland,Beverage/Bottling,A+,Actual,Rating Outlook Stable,,Foreign
Comcast Corp,CMCSA,5.2500,6/11/2025,6/11/2022,US20030NDZ15,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"750,000,000",Investment Grade,4.8523020,45.0,"750,000,000",United States,Cable/Media,A-,Actual,Rating Outlook Stable,,Foreign
International Business Machines Corp,IBM,2.8750,6/11/2025,6/11/2013,XS0991099630,Euro,,Corporate,Note,Plain Vanilla Fixed Coupon,"1,071,995,197",Investment Grade,3.3636070,66.7,"1,000,000,000",United States,Information/Data Technology,WD,Actual,,,Foreign
Banco BPM SpA,BAMI,2.8450,6/11/2025,6/11/2016,IT0005219511,Euro,Italy,Corporate,Obbligazione Bancaria Garantita (Covered Bond),Fixed Margin over Index,"1,071,995,197",Investment Grade,3.2897780,--,"1,000,000,000",Italy,Banking,BBB-,Actual,Rating Outlook Stable,,Foreign
Intesa Sanpaolo SpA,ISP,6.0500,7/11/2025,7/11/2022,XS2551322451,US Dollar,Eurobond,Corporate,Note,Plain Vanilla Fixed Coupon,"200,000,000",Investment Grade,6.7772870,237.0,"200,000,000",Italy,Banking,BBB,Actual,Rating Outlook Stable,,Foreign
DZ BANK AG Deutsche Zentral Genossenschaftsbank Frankfurt am Main,DBANK,0.1500,9/11/2025,19/08/2020,DE000DFK0DB8,Euro,Germany,Corporate,Inhaberschuldverschreibung,Plain Vanilla Fixed Coupon,"107,199,519",Investment Grade,3.7317580,103.7,"100,000,000",Germany,Banking,AA-,Actual,Rating Outlook Stable,,Foreign
Toyota Motor Credit Corp,TOYOMF,5.4000,9/11/2025,9/11/2022,US89236TKK06,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"650,000,000",Investment Grade,5.0149390,61.4,"650,000,000",Japan,Financial - Other,A+,Actual,Rating Outlook Stable,,Foreign
Oracle Corp,ORCL,5.8000,9/11/2025,8/11/2022,US68389XCF06,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"1,000,000,000",Investment Grade,5.1266310,72.4,"1,000,000,000",United States,Service - Other,BBB,Actual,Rating Outlook Negative,,Foreign
Wisconsin Public Service Corp,WECWS,5.3500,9/11/2025,9/11/2022,US976843BP69,US Dollar,United States,Corporate,Note,Plain Vanilla Fixed Coupon,"300,000,000",Investment Grade,5.0529740,61.8,"300,000,000",United States,Utility - Other,A,Actual,Rating Outlook Stable,,Foreign
